Num1,Num2,Num3,Num4,Num5,PowerBall,PowerPlay
34,61,50,51,67,20,2
34,67,52,61,24,16,3
35,14,69,31,64,23,2
35,20,49,26,24,19,2
35,27,57,66,38,10,2
35,37,33,24,42,21,2
35,41,60,28,47,3,2
35,52,17,42,33,9,3
35,53,27,24,10,18,2
35,54,55,45,47,14,2
35,63,37,9,50,11,2
35,65,32,36,6,4,5
35,69,61,13,4,4,2
36,2,49,23,44,25,3
36,3,56,69,27,25,2
36,5,21,58,32,14,2
36,5,62,21,61,18,2
36,6,19,13,51,18,2
36,6,47,35,23,12,2
36,10,3,34,62,5,10
36,10,25,6,15,14,3
36,12,6,7,24,15,2
36,14,50,58,34,5,3
36,17,2,67,9,18,2
36,19,26,58,43,14,3
36,19,42,30,66,14,3
36,32,22,58,10,10,4
36,32,69,49,62,13,2
36,33,6,64,35,24,3
36,38,9,11,37,11,5
36,43,31,62,48,25,2
36,51,68,66,59,25,10
36,56,49,62,9,8,2
36,58,27,41,20,7,2
36,60,55,37,25,6,5
36,61,55,51,35,26,2
36,61,59,22,48,22,3
37,3,31,21,7,11,3
37,4,67,23,61,7,2
37,17,12,62,58,4,2
37,17,67,54,46,8,3
37,21,2,43,1,21,3
37,21,15,25,45,19,3
37,22,45,44,30,18,3
37,23,52,63,8,13,2
37,23,62,22,63,19,3
37,27,28,34,44,8,2
37,27,28,50,57,5,2
37,34,47,39,32,3,2
37,35,6,24,44,22,4
37,38,31,32,48,24,2
37,40,11,28,53,13,2
37,45,36,69,2,3,2
37,52,58,53,21,5,2
37,57,47,50,52,21,3
37,60,47,12,54,17,3
37,61,12,2,51,22,3
37,63,12,24,3,10,2
37,63,61,50,40,21,3
37,64,17,9,5,2,2
37,69,12,25,60,20,3
38,2,12,4,6,17,3
38,2,20,17,39,20,2
38,17,28,34,23,8,3
38,22,4,39,35,20,2
38,25,22,21,32,16,5
38,25,62,63,24,6,2
38,27,4,17,9,18,2
38,28,33,32,62,15,2
38,28,66,35,61,23,3
38,28,68,52,54,8,2
38,31,12,8,33,18,3
38,44,50,2,62,19,3
38,52,42,51,28,21,2
38,52,48,9,68,25,4
38,54,64,8,52,15,3
38,58,3,11,44,2,4
38,65,68,7,66,21,2
38,67,25,66,42,19,4
39,4,10,37,69,24,3
39,4,48,45,11,9,3
39,5,35,7,23,11,2
39,6,9,33,2,11,2
39,9,38,19,33,1,3
39,12,16,52,33,1,2
39,12,21,23,67,6,4
39,12,49,69,20,17,2
39,17,12,53,1,5,2
39,17,21,32,19,8,3
39,18,66,37,26,15,3
39,21,48,41,63,6,3
39,22,26,47,63,12,3
39,26,68,18,14,9,2
39,43,62,22,64,7,4
39,48,12,50,6,7,2
39,49,35,32,5,21,2
39,49,41,64,43,4,2
39,51,53,31,47,6,2
39,55,53,41,68,19,2
39,59,7,67,50,25,3
39,59,27,54,56,24,3
39,61,27,16,5,24,2
39,65,6,14,38,6,3
40,2,42,55,6,24,3
40,3,27,37,19,8,2
40,5,31,50,14,6,2
40,6,49,27,5,5,2
40,7,55,66,48,11,2
40,9,8,6,37,26,2
40,15,39,57,7,12,2
40,17,36,25,13,5,2
40,17,46,69,41,6,2
40,19,57,31,46,23,3
40,22,48,30,42,16,2
40,24,28,65,63,20,3
40,25,60,5,26,1,2
40,28,31,41,46,4,3
40,35,34,47,23,10,2
40,38,31,20,49,21,2
40,39,47,7,25,20,3
40,43,31,8,39,4,3
40,45,10,19,58,25,2
40,52,3,67,12,21,2
40,59,21,39,55,17,3
40,59,28,21,30,26,3
40,66,9,64,63,17,2
40,69,33,23,30,12,5
41,9,58,40,53,12,2
41,21,26,10,49,25,2
41,23,55,50,28,24,2
41,36,59,9,44,4,2
41,50,14,56,57,18,5
41,56,20,11,42,6,2
41,56,35,60,27,16,2
41,56,63,11,57,2,2
41,58,52,53,8,7,3
41,59,58,44,35,3,3
42,9,5,27,39,16,2
42,12,65,48,18,19,5
42,14,9,16,11,19,2
42,15,6,5,29,10,2
42,16,68,59,63,13,2
42,19,28,39,57,17,3
42,20,39,24,33,21,2
42,22,52,46,14,24,3
42,23,59,46,33,4,2
42,25,44,65,5,20,3
42,26,2,21,40,9,3
42,33,4,27,41,14,2
42,35,15,63,68,18,4
42,37,33,1,39,26,2
42,38,47,52,28,1,2
42,39,18,2,37,12,3
42,40,50,18,34,9,2
42,46,50,21,32,4,3
42,48,20,21,19,23,3
42,52,7,34,40,15,2
42,56,22,55,45,14,3
42,57,35,38,5,13,2
42,59,37,19,36,19,2
42,64,54,8,24,24,4
42,67,36,52,50,26,2
43,18,29,17,2,3,3
43,19,69,28,67,7,2
43,20,1,36,38,24,2
43,21,49,4,48,22,2
43,31,29,37,15,16,2
43,33,30,52,40,25,4
43,35,24,62,19,2,10
43,39,2,66,1,2,3
43,40,33,69,7,10,5
43,48,36,25,6,24,3
43,51,44,7,41,5,2
43,53,8,10,4,7,2
43,54,56,26,32,24,2
43,63,16,38,10,23,2
43,69,26,27,61,4,3
44,5,39,69,47,24,5
44,6,19,28,60,10,2
44,9,25,34,45,8,3
44,13,1,3,56,26,3
44,15,1,13,3,25,2
44,17,53,18,37,18,3
44,21,22,39,60,12,2
44,23,12,61,57,5,2
44,27,52,22,69,9,3
44,31,2,52,28,18,3
44,32,60,5,53,9,3
44,38,64,69,60,6,2
44,39,4,60,30,11,2
44,39,10,17,20,16,3
44,39,30,33,2,1,3
44,43,37,45,53,25,3
44,46,37,39,69,26,2
44,49,33,50,52,8,3
44,62,20,37,16,12,3
44,69,66,15,63,20,2
45,1,47,69,7,13,2
45,3,56,54,16,12,2
45,5,47,54,22,3,2
45,5,59,55,6,14,3
45,7,19,16,64,25,3
45,15,35,26,8,9,3
45,19,42,53,48,16,3
45,21,35,33,38,12,2
45,24,56,55,57,19,2
45,25,23,67,52,2,2
45,29,62,41,2,6,3
45,31,21,1,49,21,2
45,31,22,33,20,1,3
45,32,7,18,15,20,2
45,34,13,50,16,11,2
45,35,37,51,40,24,2
45,36,67,35,44,14,3
45,39,5,57,36,11,2
45,43,1,10,64,22,3
45,46,26,14,38,13,2
45,65,43,61,3,14,2
45,68,3,6,66,13,2
46,2,45,31,49,20,2
46,4,62,1,18,25,3
46,18,21,25,64,21,5
46,19,24,8,11,5,2
46,23,26,17,68,20,2
46,24,21,34,3,9,3
46,25,43,48,19,14,2
46,30,36,19,60,25,3
46,37,19,56,36,24,2
46,37,29,53,68,8,2
46,39,52,11,54,3,2
46,47,8,14,39,18,2
46,50,12,13,10,21,3
46,52,9,10,36,14,2
46,62,59,35,19,13,5
46,63,56,4,44,19,2
46,65,24,35,9,22,2
47,2,63,62,11,17,3
47,2,66,67,6,2,3
47,8,59,32,53,3,3
47,17,61,36,60,15,3
47,20,12,21,5,1,2
47,23,59,29,60,15,2
47,31,14,48,11,4,3
47,33,68,27,13,13,2
47,36,63,35,61,3,3
47,46,62,57,21,8,3
47,50,68,6,61,4,2
47,60,31,58,12,23,3
47,60,57,65,54,19,3
47,63,1,46,7,7,3
47,63,20,40,55,5,3
47,66,24,27,32,26,2
47,67,13,64,52,25,2
47,69,30,66,57,3,3
48,1,65,16,49,8,2
48,3,60,16,52,1,3
48,28,18,52,12,5,3
48,28,55,60,62,20,2
48,30,38,68,31,8,10
48,30,41,64,29,1,4
48,30,50,32,29,20,2
48,32,36,64,15,19,3
48,32,44,50,23,25,2
48,32,63,4,49,20,2
48,39,56,38,24,4,2
48,43,25,50,40,11,2
48,53,6,33,18,21,10
48,54,39,2,37,5,3
48,56,2,16,3,24,2
48,59,40,69,43,19,3
49,1,36,4,12,5,2
49,3,12,28,4,25,2
49,4,23,25,19,14,2
49,10,56,39,47,8,3
49,20,42,14,66,5,2
49,20,42,43,24,19,3
49,22,41,67,42,11,3
49,31,59,42,21,23,5
49,32,21,45,36,18,2
49,32,31,53,48,25,2
49,33,45,23,32,14,2
49,53,57,59,62,26,2
49,55,16,27,25,17,3
49,61,67,2,20,20,2
49,62,42,7,69,23,5
49,64,48,41,53,20,2
50,1,57,24,2,26,2
50,4,51,48,39,11,3
50,10,36,22,12,4,2
50,11,58,52,31,18,4
50,13,44,52,54,20,2
50,19,55,62,20,9,2
50,25,48,23,47,24,3
50,27,4,44,64,7,3
50,28,34,42,26,25,2
50,35,67,19,31,14,2
50,38,26,29,16,6,2
50,44,45,51,47,8,2
50,45,43,40,61,25,3
50,52,49,51,27,2,2
50,53,7,16,25,15,2
50,64,23,29,67,11,2
50,66,24,65,29,14,4
50,69,16,38,11,19,2
50,69,54,62,40,19,2
51,1,32,46,26,13,3
51,11,22,60,24,18,3
51,18,37,45,34,14,2
51,19,9,62,55,14,4
51,26,56,43,60,24,4
51,33,46,4,45,25,3
51,45,12,40,8,15,2
51,48,12,26,14,13,3
51,53,36,23,60,15,2
51,53,42,62,12,25,2
51,55,34,15,23,4,2
51,61,54,26,69,25,3
51,69,28,68,27,22,2
51,69,30,10,13,10,2
52,4,47,44,57,9,4
52,10,61,28,13,2,2
52,13,28,55,44,6,4
52,17,16,13,6,25,3
52,30,8,4,59,2,10
52,32,62,3,16,24,3
52,33,47,36,20,12,3
52,37,34,4,26,9,2
52,38,25,67,5,24,2
52,40,48,18,30,9,3
52,42,9,3,5,11,2
52,62,20,3,30,1,3
52,62,33,59,46,10,2
52,63,36,30,49,16,5
53,2,23,63,41,11,2
53,4,3,51,60,6,3
53,8,52,6,26,21,2
53,8,54,27,13,4,2
53,14,9,17,18,6,3
53,16,69,58,29,21,2
53,17,36,67,43,14,2
53,20,54,46,8,13,2
53,24,57,6,17,3,3
53,25,41,67,57,12,2
53,25,60,59,30,5,3
53,27,25,66,9,5,2
53,28,15,52,63,18,4
53,28,41,23,56,14,3
53,29,5,57,34,24,2
53,30,63,48,32,12,2
53,31,51,34,5,23,2
53,39,29,20,5,6,3
53,44,16,22,45,19,2
53,56,28,34,51,11,2
53,60,40,68,69,22,3
53,60,68,43,13,5,2
54,1,25,21,11,7,2
54,2,15,65,38,11,4
54,9,68,4,16,21,2
54,12,11,16,15,25,5
54,12,33,36,28,5,3
54,22,16,1,5,24,3
54,23,19,7,50,14,2
54,26,17,21,47,7,2
54,29,42,51,24,16,3
54,32,15,47,16,6,3
54,32,35,40,52,1,5
54,38,22,15,66,3,2
54,41,9,3,21,25,4
54,44,42,29,51,12,2
54,46,28,50,19,9,2
54,48,4,56,36,2,3
54,52,21,64,68,4,3
54,66,55,61,11,9,3
54,67,19,53,35,21,2
55,6,25,68,4,26,2
55,6,31,51,54,12,2
55,9,11,19,17,1,2
55,9,39,32,5,9,2
55,10,5,67,28,9,3
55,16,50,31,61,9,4
55,24,63,53,44,19,2
55,25,60,19,48,18,2
55,26,2,33,57,22,2
55,27,64,52,60,21,3
55,30,56,20,45,14,2
55,37,65,7,67,12,5
55,44,21,50,40,16,3
55,45,69,19,42,6,2
55,49,16,28,51,23,2
55,63,2,16,22,22,4
55,63,69,39,37,23,2
55,67,10,12,65,3,3
55,68,47,54,14,25,2
55,69,23,64,59,13,5
56,1,33,34,59,18,3
56,2,65,12,37,21,3
56,4,9,47,36,7,5
56,6,4,30,16,18,2
56,8,41,64,3,18,2
56,9,17,3,6,25,3
56,17,54,63,69,20,2
56,23,28,5,43,19,2
56,33,58,51,11,18,2
56,33,66,68,64,12,2
56,37,29,1,68,13,2
56,37,69,32,66,11,3
56,41,33,47,10,10,2
56,43,5,68,62,24,2
56,45,10,40,67,2,2
56,46,42,12,8,12,2
56,53,45,21,3,22,2
56,61,11,51,5,2,2
56,62,54,63,4,10,2
56,67,52,19,22,21,2
56,68,38,42,69,4,2
57,2,65,58,60,26,2
57,7,25,46,6,12,3
57,15,29,3,54,10,3
57,25,8,56,9,22,2
57,32,30,42,56,11,4
57,40,18,25,31,4,3
57,41,35,30,23,2,3
57,41,50,26,1,11,2
57,43,2,55,9,18,2
57,43,31,55,1,22,2
57,47,35,19,6,9,3
57,54,29,22,18,8,3
57,54,53,56,39,20,3
57,58,7,36,48,24,2
57,60,46,66,37,8,2
57,62,69,49,48,19,3
58,1,26,55,28,25,2
58,1,32,42,12,12,2
58,2,15,19,8,10,2
58,2,65,11,48,13,2
58,4,17,35,15,17,3
58,11,28,51,13,1,2
58,20,43,9,26,9,2
58,28,51,41,36,24,2
58,30,66,53,48,9,2
58,33,13,68,16,24,5
58,35,28,34,3,17,2
58,38,59,64,68,21,3
58,44,21,50,12,26,3
58,45,51,57,32,12,2
58,50,1,28,34,8,2
58,51,37,54,60,19,2
58,57,20,44,16,6,4
58,59,43,31,66,9,2
58,59,47,28,6,18,2
58,61,45,48,10,2,3
59,10,9,37,62,26,3
59,13,24,62,17,8,2
59,20,6,57,29,22,2
59,21,49,11,8,15,2
59,23,39,20,60,18,2
59,24,64,50,14,2,2
59,28,26,24,63,16,3
59,30,42,14,41,6,5
59,30,49,35,13,4,3
59,39,36,16,28,4,2
59,39,41,54,62,12,3
59,60,6,50,15,13,2
59,66,35,50,49,6,2
59,67,10,55,43,2,3
60,16,21,27,61,6,2
60,18,38,23,11,9,2
60,21,49,28,6,20,2
60,29,18,27,8,15,2
60,31,63,54,32,12,4
60,39,33,4,46,6,2
60,41,47,17,61,17,3
60,45,48,33,35,16,2
60,52,14,16,36,16,3
60,56,7,24,23,25,2
60,62,23,57,44,9,2
60,66,22,59,57,7,2
61,2,7,52,1,4,3
61,3,42,32,34,7,2
61,3,51,45,15,8,2
61,5,7,69,63,18,2
61,10,49,65,63,7,2
61,10,69,51,15,14,3
61,14,19,62,64,4,2
61,14,34,32,46,10,2
61,17,19,26,62,15,2
61,19,1,48,31,6,2
61,24,51,6,2,1,2
61,24,69,64,63,18,5
61,26,45,5,22,13,3
61,38,66,55,3,1,3
61,50,12,5,69,23,2
61,51,37,46,35,13,2
61,52,51,64,3,6,2
61,59,28,6,44,21,2
61,62,37,39,25,11,3
61,69,47,27,62,4,10
62,2,30,19,14,22,2
62,11,18,58,39,3,2
62,12,30,17,45,5,2
62,16,54,57,69,23,2
62,28,6,59,69,21,3
62,30,12,25,52,8,3
62,30,60,64,16,25,3
62,31,56,46,29,8,2
62,31,66,6,16,18,2
62,32,15,65,21,26,5
62,36,11,21,27,24,3
62,41,21,52,6,26,2
62,44,65,18,42,23,2
62,45,36,64,38,19,2
62,52,13,12,44,6,2
62,54,4,2,61,14,3
62,55,53,9,30,23,3
62,61,38,34,42,19,2
62,63,28,7,64,10,3
62,68,61,11,36,4,2
63,9,35,64,54,1,2
63,12,8,45,46,24,2
63,13,45,17,15,13,2
63,17,51,2,33,26,2
63,22,5,43,57,24,2
63,28,16,40,23,1,2
63,28,62,7,37,15,2
63,37,7,39,25,1,3
63,37,25,27,36,7,2
63,39,59,34,10,4,2
63,40,8,49,58,14,3
63,51,59,61,50,4,5
63,55,34,37,14,20,2
63,61,48,19,37,12,2
63,66,53,59,41,3,3
63,67,1,69,28,17,4
63,68,17,36,47,25,2
63,68,41,16,14,26,2
64,8,48,30,57,9,2
64,12,41,44,52,25,2
64,24,59,41,11,15,3
64,26,1,3,41,17,2
64,27,65,13,47,9,3
64,33,24,23,51,5,2
64,35,17,6,21,18,2
64,35,21,62,33,24,2
64,35,63,23,25,25,3
64,40,31,3,37,17,3
64,41,40,58,65,17,3
64,43,60,9,15,4,3
64,44,18,2,41,26,2
64,46,28,62,15,17,3
64,49,57,23,67,20,2
64,52,44,69,54,26,3
64,56,61,23,67,12,5
64,59,66,58,52,9,2
64,66,40,5,37,5,3
65,5,15,38,47,10,3
65,7,14,57,17,24,5
65,8,7,50,35,20,4
65,9,44,36,32,1,3
65,9,58,57,45,9,2
65,12,2,32,50,5,3
65,14,46,68,61,13,2
65,16,63,10,32,17,2
65,27,59,14,29,12,2
65,28,49,60,4,25,2
65,30,10,23,54,11,4
65,33,4,53,43,21,3
65,40,44,59,27,20,2
65,61,22,18,43,2,4
66,6,28,12,35,26,3
66,9,24,46,4,7,3
66,12,22,54,69,15,2
66,14,3,6,11,21,2
66,14,34,6,16,25,3
66,15,7,38,32,15,2
66,22,13,54,27,9,2
66,23,59,48,20,4,2
66,27,11,9,67,2,3
66,28,23,56,5,17,5
66,37,22,14,45,5,3
66,45,23,35,67,20,3
66,50,61,39,2,15,2
66,52,60,24,25,5,3
66,53,18,42,62,25,3
66,57,2,31,24,18,3
66,57,5,69,21,13,3
66,64,45,53,1,3,3
67,1,25,5,63,3,2
67,7,6,11,66,19,3
67,10,31,63,41,5,3
67,14,8,33,36,17,2
67,16,63,38,55,25,4
67,18,16,55,27,18,3
67,20,65,14,39,2,3
67,21,65,31,64,5,3
67,30,34,39,53,11,2
67,34,46,55,16,14,3
67,49,18,14,36,18,2
67,63,58,15,39,7,2
68,2,23,3,16,7,2
68,3,21,6,60,24,2
68,7,1,48,64,5,2
68,12,56,32,67,26,3
68,17,20,63,32,19,5
68,17,24,62,48,23,2
68,24,15,67,6,11,2
68,27,63,33,66,9,2
68,33,20,63,28,20,2
68,38,69,1,17,18,2
68,41,53,27,25,2,2
68,48,67,39,53,26,3
68,59,10,34,11,14,3
68,59,61,44,29,19,2
68,60,18,43,58,14,2
68,63,14,8,61,24,2
69,12,65,59,30,16,5
69,19,22,66,34,5,3
69,20,14,30,54,11,2
69,22,21,65,8,26,2
69,23,2,59,40,13,2
69,25,35,14,58,24,2
69,30,11,9,43,20,2
69,32,52,66,20,23,3
69,36,45,47,18,14,3
69,38,49,4,11,16,3
69,43,54,44,61,22,3
69,45,8,44,51,12,3
69,47,11,67,38,14,2
69,52,27,31,41,26,3
69,53,45,56,28,20,3
69,54,49,30,66,8,2
69,54,57,51,60,11,2
69,57,52,39,36,1,3
69,58,13,29,2,4,3
69,61,33,58,35,25,5
69,61,43,13,36,18,3
69,68,23,2,4,15,3